5622,计划物控部经理,['计划物控'],15-20K,本科,福州
5623,洗车工,"['销售经验', '包住', '汽车美容经验', '洗车', '绩效奖金', '内部清洁']",3-8K,学历不限,福州
5624,信控客服,"['不含销售的客服工作', '线上客服', '电话客服', '正常工作制']",6-11K,大专,福州
5625,区域经理,['互联网/科技'],9-13K·13薪,本科,福州
5626,兼职初三数学老师,"['高中教育', '教师', '教研', '集体授课', '一对一授课', '数学', '兼职']",5-6K,本科,福州
5627,高薪无责包住抖音娱乐主播福州可线上,"['线下办公', '远程办公', '抖音', '娱乐才艺', '情感聊天', '户外探险']",10-15K,学历不限,福州
5628,短视频编导,"['短视频', 'Photoshop', 'Premiere', '网感好', '多年分镜经验']",10-15K,大专,福州
5629,家具设计师,"['设计师', 'CAD', '全职']",8-10K,学历不限,福州
5630,CNC/数控,"['SolidWorks', 'UG']",8-10K,学历不限,福州
5631,工程主管（福清+包住+双休）,"['日常运维', '综合维修经验', '包住']",6-9K·13薪,大专,福州
5632,跟单主管,"['客户谈判经验', '销售经验', '英语']",10-15K,大专,福州
5633,广告设计师（平面+物料设计）,"['广告设计', '平面设计', '设计师', '设计主管', 'PhotoShop']",4-9K,学历不限,福州
5634,汽车美容,"['洗车', '抛光打蜡', '镀晶镀膜', '包住']",4-6K,学历不限,福州
5635,IT技术支持,"['计算机网络技术', '安防网络技术']",3-8K,高中,福州
5636,初级特效师,['3D特效'],5-10K,高中,福州
5637,门店店长,"['门店运营管理', '包住', '就近分配', '生日福利', '带薪培训']",8-13K,学历不限,福州
5638,技术主管,['技术主管'],6-10K,本科,保定
5639,卖场经理,"['八小时工作制', '带薪年假', '免费工装', '生日福利', '晋升空间大']",5-8K,学历不限,保定
5640,店长,['月休四天'],3-8K,中专/中技,保定
5641,视频运营经理/新媒体经理,"['短视频', 'Photoshop', 'Premiere', '剪辑', '合成', '特效']",5-10K·13薪,大专,保定
5642,城市经理,"['销售管理', '团队管理', '客户管理']",5-10K,大专,保定
5643,酒店前台,"['上一休一', '带薪年假']",3-4K,学历不限,保定
5644,网络咨询专员,"['销售组长', '网销', '面销', '大客户销售', '网络销售', '电话销售']",3-8K,学历不限,保定
5645,培训助理,"['培训机构', '咨询公司', '培训机构经验', '咨询公司经验']",2-5K,高中,保定
5646,电气工程师,"['PLC工程师', '电气', 'eplan', 'CAD', '电机工程师', '水处理']",6-10K,本科,保定
5647,企业项目申报经理,"['五险', '双休', '不加班']",5-10K,学历不限,保定
5648,口腔实习生,"['实习医生', '口腔医生', '全职']",1-3K,大专,保定
5649,超市主管,"['超市卖场', '管理经验', '活动策划能力', '销售经验', '五险']",3-5K,高中,保定
5650,数控车工,"['西门子', '法兰克', '可接受夜班', '数控操机']",5-8K,中专/中技,保定
5651,惠友万家福超级市...招聘理货员,['五险'],3-4K,学历不限,保定
5652,幼少儿书法老师,"['小学教育', '学前教育', '教师', '线下授课', '教师资格证(小学)']",3-6K,大专,保定
5653,课程顾问,"['全职工作', '培训机构', '线上教育', '线下教育']",5-6K,学历不限,保定
5654,项目经理,['综合体'],3-6K,学历不限,保定
5655,校长/副校长,"['小学教育', '线下授课', '全职', 'K12教育', '语言教育', '校长']",8-13K,本科,保定
5656,检验师,"['检验师', '检验师资格证', '医院检验科', '中级职称']",3-5K,大专,保定
5657,建筑设计师,"['建筑专业', '施工图独立设计', '方案设计师']",4-9K,学历不限,保定
5658,精通ps作图调色热升华热转印,"['PS', 'AI']",6-7K,高中,保定
5659,网络推广主管,"['电商', '团队管理经验', '电商推广', '搜索引擎推广', 'C端客户']",6-11K,大专,保定
5660,少儿编程机器人老师,"['教师', '培训', '编程']",3-8K,大专,保定
5661,编导/广告创意,['编剧'],4-6K,大专,保定
5662,课程规划师 无责底薪3700 五险一金,"['全职工作', '培训机构', '有销售经验', '线上教育']",7-8K,大专,保定
5663,高薪财务顾问,['轻松可双休'],5-10K,学历不限,保定
5664,汽车美容洗车工,['汽车美容学徒中工'],1-3K,学历不限,保定
5665,二维动画师,"['2D动画', '动漫', '短视频', 'MAYA', 'PS', 'AI']",5-10K,大专,保定
5666,酒店前台,"['五险', '包吃', '包住']",3-4K,学历不限,保定
5667,水性涂料调色师,['涂料研发'],14-15K,大专,保定
5668,景宇招聘缝纫工,"['餐补', '绩效奖金', '全勤奖', '工龄奖']",3-6K,学历不限,保定
5669,美脸师,"['销售经验', 'SPA/水疗机构', '了解美容常识', '医美机构']",3-6K,高中,保定
5670,活动主管（线上社群运营）,"['企业服务', '线上活动', '线下活动']",4-8K,大专,保定
5671,活动策划师,"['营销活动', '发布活动', '会议活动', '促销活动', '展览活动']",5-6K,学历不限,保定
5672,代理,"['融资租赁经验', '大额贷款审核经验', '电销经验', '全职兼职均可']",10-15K,学历不限,保定
5673,导购,"['月休四天', '带薪年假']",5-8K,中专/中技,保定
5674,英语教师,"['新概念英语', '教师', '线下授课', '集体授课', '小学教育']",5-7K,大专,保定
5675,设备维修,"['机械设备', '汽车零部件']",4-7K,大专,保定
5676,嵌入式软件工程师,"['C', 'C++', 'ARM开发', '计算机相关专业', '通信相关专业']",15-25K·13薪,学历不限,保定
5677,冠鑫招聘咖啡师,"['茶艺师', '食品', '加班费', '全勤奖', '饮品师', '奶茶师', '免费培训']",3-6K,学历不限,保定
5678,兼职小提琴老师,['兼职'],1-2K,本科,保定
5679,教务管理,['完成线上线下作业考试'],3-4K,大专,保定
5680,物业工程主管,"['五险一金', '带薪年假', '住宅小区', '工业园区']",6-8K·13薪,大专,保定
5681,家居店长,"['餐补', '话补', '年终奖', '生日福利', '门店运营管理', '带薪培训']",5-10K,本科,保定
5682,口腔医生助理,"['口腔科', '口腔执业助理医师证']",3-8K,大专,保定
5683,弱电设计师,['CAD'],4-8K,大专,保定
5684,家装室内设计师,"['设计师', 'PhotoShop', '酷家乐', 'CAD', '办公地产', '住宅地产']",8-9K,大专,保定
5685,口腔护士,"['口腔医院/诊所', '护士执业证书', '护士资格证', '主管护师', '护士']",3-4K,大专,保定
5686,招商运营专员,['商超运营'],3-5K,学历不限,保定
5687,总监理工程师-保定,"['土木建筑工程', '注册监理工程师']",10-13K,大专,保定
5688,广告制作,"['庆典活动', '发布会', '市场策划', '活动策划', '会展']",7-8K,学历不限,保定
5689,文案策划编辑,"['策划', '自媒体编辑', '公众号运营']",4-9K,学历不限,保定
5690,客房服务员,"['工龄奖', '包吃', '餐补', '八小时工作制', '带薪年假', '生日福利']",3-5K,学历不限,保定
5691,出纳,['出纳'],3-4K,本科,保定
5692,产品专员包吃可接受应届生,"['市场调研', '需求分析', '产品/版本迭代']",3-6K,大专,保定
5693,图文美编,"['图文编辑', '文案', '公众号运营', '新媒体运营', '时尚类']",3-6K,大专,保定
5694,校园市场(保定各高校就近分配）,"['教育培训', '含销售性质', '品牌营销']",6-10K,大专,保定
5695,岭饭招聘厨师,['烧烤师傅'],3-4K,学历不限,保定
5696,托管辅导老师,"['全职', '兼职', '培训机构', '线下教育', '坐班']",2-3K,大专,保定
5697,机械工程师,"['机械工程师', '机械设计', '机械结构工程师', 'CAD', 'SolidWorks']",6-10K,本科,保定
5698,安装预算工程师,"['安装造价', '安装预算']",4-8K,大专,保定
5699,监理资料员,"['高层建筑', '公共建筑']",2-4K,大专,保定
5700,高阳县德铭餐饮店招聘后厨,"['后厨杂工', '年终奖', '包住', '带薪培训', '全职兼职均可']",10-15元/时,学历不限,保定
5701,服务顾问SA,['周末单休'],3-5K,高中,保定
5702,前厅经理,"['餐饮管理', '包吃包住', '全勤奖', '带薪年假', '绩效奖金']",4-6K,学历不限,保定
5703,跆拳道教练员，教练员助理,"['集体授课', '跆拳道教练员证', '全职兼职均可']",3000-5000元/月,学历不限,保定
5704,售后服务专员,"['机械/机电设备', '机械/机电设备技术支持经验', '可适应出差']",4-5K,大专,保定
5705,人力资源总监,"['管理经验', '薪酬福利', '电商']",4-5K,本科,保定
5706,口腔医生/助理/实习生/进修,"['牙片拍摄', '口腔检查', '洗牙']",150-200元/天,,保定
5707,兼职教师（非寒假）,"['线下授课', '兼职']",100-150元/时,本科,保定
5708,行政专员/助理,"['文员', '文件管理', '考勤管理', '会议管理', '活动管理', '公文写作']",3-5K,本科,保定
5709,CAD设计/制图,"['CAD', '全职', '3D设计']",5-10K,学历不限,保定
5710,宾馆保洁,['八小时工作制'],2-3K,学历不限,保定
5711,美团招聘理货员,"['全职', '夜班', '白班', '月结', '生活补贴', '夜班补贴', '不倒班']",6-8K,学历不限,保定
5712,发型师,"['加班费', '绩效奖金', '夜班补助', '底薪加提成', '免费培训']",7-12K,学历不限,保定
5713,机械设计工程师,['CAD'],5-10K,大专,保定
5714,直播运营,"['抖音直播带货', '有直播运营经验']",6-11K,学历不限,保定
5715,物业楼宇管家,"['住宅小区', '高温补贴', '物业前台', '就近分配', '楼栋管家', '五险']",2-4K,高中,保定
5716,班主任,"['线上授课', '线下授课', '全职', '大学教育']",3-8K,硕士,保定
5717,广告设计师,"['广告设计', '企业/自有品牌', '互联网', 'AI', 'PS']",3-5K,学历不限,保定
5718,市场策划,"['市场策划', '活动执行', '线下推广', '市场专员']",120-200元/天,本科,保定
5719,导购,"['交通补助', '绩效奖金', '全勤奖']",3-5K,高中,保定
5720,外科医生,"['外科', '医务室', '执业医师证', '外科医生']",4-8K,大专,保定
5721,高端女装导购,"['导购', '五险一金', '带薪年假', '法定节假日三薪']",6-11K,学历不限,保定
5722,物流客服主管,"['不含销售的客服工作', '电话客服', '正常工作制', '办公室坐班']",4-5K,大专,保定
5723,新媒体运营,"['直播选品经验', '电商品类']",3-5K,高中,保定
5724,售前客服专员,"['含有销售的客服工作', '线上客服', '正常工作制', '办公室坐班']",4-9K,学历不限,保定
5725,客户经理,"['全职', '融资租赁公司', '贷款业务', '个人业务', '对公业务']",10-11K,大专,保定
5726,托管老师,"['幼教', '高中教育', '助教']",1-2K,高中,保定
5727,内勤文员,"['办公用品采购经验', '固定资产管理经验']",4-6K,大专,保定
5728,MG动画师,"['视觉设计', 'AE', '全职', '设计师', '设计经理']",4-9K,本科,保定
5729,河北新发地集团招聘收银,"['五险', '八小时工作制', '包住', '夜班补助', '全勤奖', '全职']",2-4K,中专/中技,保定
5730,班主任,"['销售经验', '熟练使用办公软件', '成人教育', '线下教育']",3-8K,学历不限,保定
5731,全屋定制设计师,"['CAD', '酷家乐', '设计师', '装饰建材', '装饰装修', '家具', '家居']",4-9K,高中,保定
5732,摄影助理,"['摄影', '婚纱/写真摄影', '棚拍']",1-2K,学历不限,保定
5733,CAD设计/制图,['室内设计'],2-3K,大专,保定
5734,APP推广,"['电商平台', '线下推广', '市场开发', '市场推广', '店铺拓展']",5-9K,中专/中技,保定
5735,招生顾问,"['销售经验', '教育工作经验', '培训机构', '小学教育']",4-6K,中专/中技,保定
5736,项目工程师,"['产品开发', '技术管理']",8-12K,大专,保定
5737,新媒体编辑专员,"['文字编辑', '文稿写作', '新媒体平台', '新媒体', '新媒体编辑']",3-4K,中专/中技,保定
5738,河北单招数学教师,"['兼职', '全职', '培训机构', '线上教育', '直播经验']",5-6K,本科,保定
5739,诚聘不加班专利撰写（双休+五险）,"['专利代理人', '无销售性质', '国内事务']",10-15K,本科,保定
5740,经理助理/后勤,"['文书起草', '活动/会议组织', '档案管理', 'PPT制作技能']",3-8K,大专,保定
5741,管培生/储备干部,"['包住', '销售性质']",4-8K,大专,保定
5742,筐享供应链招聘物流运营,"['企业内部物流部门', '物流现场运作']",5-8K,大专,保定
5743,案场秩序员,"['餐补', '退伍军人', '普通话标准', '接待', '案场接待经验']",6-7K,学历不限,保定
5744,前台,"['行政前台', '正常班', '普通话标准', '熟悉商务礼仪']",3-5K,大专,保定
5745,法务专员,"['法务', '知识产权', '商标代理']",3-5K,本科,保定
5746,亲子活动老师,"['兼职', '幼师', '培训机构', '亲子活动']",6-8K,学历不限,保定
5747,法律文案编辑/普法文案编辑,['法律文案'],20-30元/时,大专,保定
5748,茶艺师,"['茶叶茶具店', '茶馆', '了解茶文化', '销售经验']",2-5K,大专,保定
5749,安全员,"['分包施工员', '民用建筑', '土建', '安全员证']",6-10K,学历不限,保定
5750,电商客服,"['含有销售的客服工作', '正常工作制', '办公室坐班', '全职']",3-6K,学历不限,保定
5751,中级-Java开发工程师,"['MyBatis', 'Java开发经验', '分布式系统开发经验', 'Springcloud']",12-14K,大专,保定
5752,实验室技术员,"['材料研发', '物理检测', '化学检测', '无机非金属材料']",5-10K,本科,保定
5753,咨询顾问,"['广告', '个人（ToC）', '房地产销售经验', '退伍军人']",8-9K,大专,保定
5754,涞水县君好快餐店招聘后厨,"['高温补贴', '免费培训', '法定节假日三薪', '年终奖']",2-3K,学历不限,保定
5755,高中各科教师,"['教师', '教研', '教务行政', '托管老师']",3-7K,本科,保定
5756,资料员,"['施工资料员', '施工前准备', '资料员证', '大型工程资料管理']",4-7K,本科,保定
5757,设计师助理,"['平面设计', '3D设计', '全职']",4-9K,高中,保定
5758,旅游顾问,"['境内游', '文旅型', '亲子游', '定制小团', '客服', '销售']",6-11K,学历不限,保定
5759,服务员领班,"['月休四天', '包吃包住', '餐饮领班']",4-5K,中专/中技,保定
5760,鼎源力诺招聘质量管理/测试,['五险'],4-5K,学历不限,保定
5761,拍摄剪辑师,"['摄影', 'MCN', '创意方案策划', '摄影相关专业']",5-10K,学历不限,保定
5762,教务老师,"['培训机构', '线下教育', '线上教育', '大学/大专生', '成人/通用']",5-10K,大专,保定
